Bairro;Preco_Real;Preco_Previsto;Erro_Absoluto
Copacabana, Rio de Janeiro, Brasil;219,0;313,3248356731532;94,32483567315319
Barra da Tijuca, Rio de Janeiro, Brasil;576,0;534,6574722222222;41,34252777777783
Outros, Rio de Janeiro, Brasil;296,0;380,56786952385426;84,56786952385426
Outros, Rio de Janeiro, Brasil;983,0;2595,82;1612,8200000000002
Flamengo, Rio de Janeiro, Brasil;300,0;275,44885714285715;24,55114285714285
Leme, Rio de Janeiro, Brasil;235,0;243,83400043481933;8,83400043481933
Ipanema, Rio de Janeiro, Brasil;2430,0;510,1691234096333;1919,8308765903666
Flamengo, Rio de Janeiro, Brasil;551,0;579,6900846702316;28,690084670231613
Camorim, Rio de Janeiro, Brasil;169,0;264,49940039733866;95,49940039733866
Santa Teresa, Rio de Janeiro, Brasil;222,0;977,4971190476191;755,4971190476191
Copacabana, Rio de Janeiro, Brasil;329,0;316,2787366861224;12,721263313877614
Camorim, Rio de Janeiro, Brasil;850,0;705,692125013875;144,30787498612494
Barra da Tijuca, Rio de Janeiro, Brasil;316,0;309,19527994300825;6,804720056991755
Santa Teresa, Rio de Janeiro, Brasil;329,0;244,96416739224523;84,03583260775477
Copacabana, Rio de Janeiro, Brasil;1069,0;2051,505476190476;982,5054761904762
Copacabana, Rio de Janeiro, Brasil;1258,0;960,9801907045259;297,01980929547415
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;199,0;467,4961111111112;268,4961111111112
Outros, Rio de Janeiro, Brasil;134,0;239,14640641585774;105,14640641585774
Outros, Rio de Janeiro, Brasil;2610,0;1033,11;1576,89
Lagoa, Rio de Janeiro, Brasil;430,0;359,9780292730753;70,02197072692468
Copacabana, Rio de Janeiro, Brasil;706,0;925,1280238095238;219,12802380952382
Copacabana, Rio de Janeiro, Brasil;408,0;449,43833333333333;41,43833333333333
Copacabana, Rio de Janeiro, Brasil;600,0;535,4214427785284;64,57855722147156
Barra da Tijuca, Rio de Janeiro, Brasil;1472,0;2829,31;1357,31
Centro, Rio de Janeiro, Brasil;96,0;147,87566863273793;51,87566863273793
Centro, Rio de Janeiro, Brasil;200,0;199,02734126984126;0,9726587301587415
Barra da Tijuca, Rio de Janeiro, Brasil;893,0;977,049738095238;84,04973809523801
Ipanema, Rio de Janeiro, Brasil;546,0;981,5338794329817;435,53387943298173
Copacabana, Rio de Janeiro, Brasil;174,0;292,7432002331741;118,7432002331741
Barra da Tijuca, Rio de Janeiro, Brasil;500,0;614,409066583199;114,40906658319898
Copacabana, Rio de Janeiro, Brasil;428,0;650,3530757575759;222,35307575757588
Leblon, Rio de Janeiro, Brasil;1244,0;941,0596746031744;302,94032539682564
Barra da Tijuca, Rio de Janeiro, Brasil;236,0;360,9994735789033;124,99947357890329
Catete, Rio de Janeiro, Brasil;115,0;205,59388670870194;90,59388670870194
Copacabana, Rio de Janeiro, Brasil;364,0;520,4130399208225;156,41303992082248
Centro, Rio de Janeiro, Brasil;174,0;239,50111883571765;65,50111883571765
Copacabana, Rio de Janeiro, Brasil;408,0;630,6915599291005;222,69155992910055
Flamengo, Rio de Janeiro, Brasil;269,0;352,6544462481963;83,65444624819628
Copacabana, Rio de Janeiro, Brasil;461,0;493,9912392191143;32,99123921911428
Centro, Rio de Janeiro, Brasil;366,0;227,2288400468653;138,7711599531347
Ipanema, Rio de Janeiro, Brasil;265,0;367,56554042335046;102,56554042335046
Ipanema, Rio de Janeiro, Brasil;269,0;457,16192440558183;188,16192440558183
Ipanema, Rio de Janeiro, Brasil;900,0;1051,0758768343637;151,07587683436373
Copacabana, Rio de Janeiro, Brasil;2200,0;510,52463678712587;1689,475363212874
Leblon, Rio de Janeiro, Brasil;464,0;1027,1869421134425;563,1869421134425
Barra da Tijuca, Rio de Janeiro, Brasil;522,0;614,409066583199;92,40906658319898
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;173,0;242,61094831483354;69,61094831483354
Copacabana, Rio de Janeiro, Brasil;270,0;425,1581507936507;155,1581507936507
Leme, Rio de Janeiro, Brasil;330,0;232,69852386177223;97,30147613822777
Copacabana, Rio de Janeiro, Brasil;287,0;313,3248356731532;26,32483567315319
Copacabana, Rio de Janeiro, Brasil;440,0;264,3283864258915;175,6716135741085
Copacabana, Rio de Janeiro, Brasil;315,0;332,3404357775712;17,3404357775712
Outros, Rio de Janeiro, Brasil;279,0;559,6193095238096;280,61930952380965
Jacarepaguá, Rio de Janeiro, Brasil;315,0;448,24871386452395;133,24871386452395
Copacabana, Rio de Janeiro, Brasil;546,0;388,31088832876435;157,68911167123565
Flamengo, Rio de Janeiro, Brasil;140,0;404,16910920207044;264,16910920207044
Outros, Rio de Janeiro, Brasil;107,0;209,63682358164715;102,63682358164715
Ipanema, Rio de Janeiro, Brasil;486,0;1072,8235900675868;586,8235900675868
Outros, Rio de Janeiro, Brasil;450,0;261,00194327033006;188,99805672966994
Centro, Rio de Janeiro, Brasil;125,0;244,79530126860013;119,79530126860013
Barra da Tijuca, Rio de Janeiro, Brasil;125,0;359,9412002440772;234,9412002440772
São Conrado, Rio de Janeiro, Brasil;1800,0;794,9889198554715;1005,0110801445285
Copacabana, Rio de Janeiro, Brasil;1250,0;198,08753787878788;1051,9124621212122
Ipanema, Rio de Janeiro, Brasil;810,0;423,3074923498869;386,6925076501131
Copacabana, Rio de Janeiro, Brasil;265,0;326,7273205307488;61,727320530748784
Copacabana, Rio de Janeiro, Brasil;309,0;326,7273205307488;17,727320530748784
Catete, Rio de Janeiro, Brasil;143,0;165,41706673881671;22,417066738816715
Flamengo, Rio de Janeiro, Brasil;286,0;277,40921428571426;8,590785714285744
Copacabana, Rio de Janeiro, Brasil;649,0;1336,055265920563;687,055265920563
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;1059,0;308,82472527472527;750,1752747252747
Ipanema, Rio de Janeiro, Brasil;698,0;1009,4717973874202;311,4717973874202
Outros, Rio de Janeiro, Brasil;990,0;1031,2369325396828;41,23693253968281
Lagoa, Rio de Janeiro, Brasil;819,0;396,23614865491663;422,76385134508337
Santa Teresa, Rio de Janeiro, Brasil;131,0;504,65;373,65
Copacabana, Rio de Janeiro, Brasil;498,0;1039,8368571428573;541,8368571428573
Barra da Tijuca, Rio de Janeiro, Brasil;545,0;496,04129676313374;48,958703236866256
Copacabana, Rio de Janeiro, Brasil;257,0;370,16444877368076;113,16444877368076
Copacabana, Rio de Janeiro, Brasil;225,0;292,7432002331741;67,7432002331741
Leblon, Rio de Janeiro, Brasil;246,0;483,8060434339136;237,8060434339136
Ipanema, Rio de Janeiro, Brasil;780,0;689,0617340714839;90,9382659285161
Laranjeiras, Rio de Janeiro, Brasil;360,0;305,23035686448253;54,76964313551747
Copacabana, Rio de Janeiro, Brasil;665,0;824,9615665211124;159,96156652111245
Outros, Rio de Janeiro, Brasil;67,0;224,14917002169167;157,14917002169167
Copacabana, Rio de Janeiro, Brasil;270,0;680,4116484033199;410,4116484033199
Botafogo, Rio de Janeiro, Brasil;675,0;729,9789950049951;54,97899500499511
Outros, Rio de Janeiro, Brasil;486,0;400,191646103896;85,808353896104
Vidigal, Rio de Janeiro, Brasil;333,0;143,8828777625883;189,1171222374117
Outros, Rio de Janeiro, Brasil;97,0;252,25871158589104;155,25871158589104
Copacabana, Rio de Janeiro, Brasil;276,0;415,0478809523809;139,04788095238092
Copacabana, Rio de Janeiro, Brasil;246,0;354,87260450690366;108,87260450690366
Copacabana, Rio de Janeiro, Brasil;186,0;370,16444877368076;184,16444877368076
Botafogo, Rio de Janeiro, Brasil;247,0;616,5596190476191;369,5596190476191
Ipanema, Rio de Janeiro, Brasil;300,0;457,16192440558183;157,16192440558183
Outros, Rio de Janeiro, Brasil;420,0;238,31337683461766;181,68662316538234
Barra da Tijuca, Rio de Janeiro, Brasil;810,0;792,0408448409299;17,959155159070065
Barra da Tijuca, Rio de Janeiro, Brasil;242,0;792,0408448409299;550,0408448409299
Santa Teresa, Rio de Janeiro, Brasil;180,0;302,3848715413411;122,38487154134111
Copacabana, Rio de Janeiro, Brasil;206,0;313,3248356731532;107,32483567315319
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;130,0;211,72062078291387;81,72062078291387
Leme, Rio de Janeiro, Brasil;926,0;603,7463708838409;322,2536291161591
Ipanema, Rio de Janeiro, Brasil;469,0;514,3531217507993;45,353121750799346
Copacabana, Rio de Janeiro, Brasil;268,0;326,1516547422965;58,1516547422965
Leme, Rio de Janeiro, Brasil;686,0;703,854151653291;17,854151653290955
Copacabana, Rio de Janeiro, Brasil;1500,0;473,09363587312225;1026,9063641268776
Jacarepaguá, Rio de Janeiro, Brasil;296,0;379,3110826605635;83,3110826605635
Centro, Rio de Janeiro, Brasil;100,0;263,20880184623644;163,20880184623644
Botafogo, Rio de Janeiro, Brasil;930,0;309,5062280948994;620,4937719051006
Jacarepaguá, Rio de Janeiro, Brasil;251,0;379,3110826605635;128,3110826605635
Copacabana, Rio de Janeiro, Brasil;490,0;313,3248356731532;176,6751643268468
Centro, Rio de Janeiro, Brasil;180,0;263,20880184623644;83,20880184623644
Outros, Rio de Janeiro, Brasil;249,0;254,644884826679;5,644884826679004
Copacabana, Rio de Janeiro, Brasil;344,0;319,01382169489125;24,98617830510875
Outros, Rio de Janeiro, Brasil;1360,0;308,45636761014526;1051,5436323898548
Copacabana, Rio de Janeiro, Brasil;542,0;319,01382169489125;222,98617830510875
Jacarepaguá, Rio de Janeiro, Brasil;225,0;333,3810784313726;108,3810784313726
Copacabana, Rio de Janeiro, Brasil;242,0;313,2084563572107;71,20845635721071
Ipanema, Rio de Janeiro, Brasil;1299,0;1009,4717973874202;289,5282026125798
Santa Teresa, Rio de Janeiro, Brasil;579,0;1989,6289015935047;1410,6289015935047
Copacabana, Rio de Janeiro, Brasil;600,0;307,0622915353926;292,9377084646074
Outros, Rio de Janeiro, Brasil;162,0;261,00194327033006;99,00194327033006
Barra da Tijuca, Rio de Janeiro, Brasil;302,0;360,9994735789033;58,99947357890329
Jacarepaguá, Rio de Janeiro, Brasil;190,0;370,8328222011315;180,83282220113148
Barra da Tijuca, Rio de Janeiro, Brasil;250,0;614,409066583199;364,409066583199
Jacarepaguá, Rio de Janeiro, Brasil;1664,0;148,17765476190482;1515,8223452380953
Ipanema, Rio de Janeiro, Brasil;235,0;394,30977318254963;159,30977318254963
Copacabana, Rio de Janeiro, Brasil;393,0;319,01382169489125;73,98617830510875
Ipanema, Rio de Janeiro, Brasil;630,0;1046,5038282828284;416,5038282828284
Santa Teresa, Rio de Janeiro, Brasil;230,0;338,32477146954596;108,32477146954596
Copacabana, Rio de Janeiro, Brasil;1286,0;1115,499;170,50099999999998
Copacabana, Rio de Janeiro, Brasil;224,0;313,3248356731532;89,32483567315319
Copacabana, Rio de Janeiro, Brasil;443,0;1336,055265920563;893,055265920563
Copacabana, Rio de Janeiro, Brasil;288,0;313,3248356731532;25,32483567315319
Barra da Tijuca, Rio de Janeiro, Brasil;209,0;360,9994735789033;151,9994735789033
Copacabana, Rio de Janeiro, Brasil;412,0;277,62003961474477;134,37996038525523
Outros, Rio de Janeiro, Brasil;72,0;212,47611132503542;140,47611132503542
Barra da Tijuca, Rio de Janeiro, Brasil;477,0;924,2878333333333;447,2878333333333
Ipanema, Rio de Janeiro, Brasil;613,0;441,5936587301587;171,40634126984128
Outros, Rio de Janeiro, Brasil;200,0;958,6240274170273;758,6240274170273
Copacabana, Rio de Janeiro, Brasil;1422,0;629,6027748939945;792,3972251060055
Jacarepaguá, Rio de Janeiro, Brasil;220,0;393,8331926666067;173,8331926666067
Ipanema, Rio de Janeiro, Brasil;4416,0;3979,6995;436,30049999999983
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;449,0;433,17208679873636;15,827913201263641
Outros, Rio de Janeiro, Brasil;114,0;261,00194327033006;147,00194327033006
Outros, Rio de Janeiro, Brasil;96,0;261,00194327033006;165,00194327033006
Leme, Rio de Janeiro, Brasil;586,0;243,83400043481933;342,16599956518064
Leblon, Rio de Janeiro, Brasil;490,0;837,4561621156622;347,4561621156622
Santa Teresa, Rio de Janeiro, Brasil;405,0;302,72621750391477;102,27378249608523
Outros, Rio de Janeiro, Brasil;1400,0;228,73253846455475;1171,2674615354454
Outros, Rio de Janeiro, Brasil;1500,0;378,46273935051323;1121,5372606494868
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;800,0;323,48028191891933;476,51971808108067
Tijuca, Rio de Janeiro, Brasil;213,0;231,36407127701267;18,36407127701267
Botafogo, Rio de Janeiro, Brasil;210,0;361,67923897426095;151,67923897426095
Leme, Rio de Janeiro, Brasil;284,0;288,5320128740872;4,532012874087172
Barra da Tijuca, Rio de Janeiro, Brasil;4500,0;3042,91;1457,0900000000001
