Bairro;Preco_Real;Preco_Previsto;Erro_Absoluto
Outros, Rio de Janeiro, Brasil;543,0;514,0070592740591;28,99294072594091
Tijuca, Rio de Janeiro, Brasil;149,0;113,06870840232547;35,93129159767453
Catete, Rio de Janeiro, Brasil;89,0;161,81913927738927;72,81913927738927
Centro, Rio de Janeiro, Brasil;178,0;182,25659415584423;4,256594155844226
Copacabana, Rio de Janeiro, Brasil;225,0;313,3248356731532;88,32483567315319
Botafogo, Rio de Janeiro, Brasil;153,0;244,38485902625433;91,38485902625433
Santa Teresa, Rio de Janeiro, Brasil;150,0;245,894983463116;95,894983463116
Centro, Rio de Janeiro, Brasil;108,0;263,20880184623644;155,20880184623644
Santa Teresa, Rio de Janeiro, Brasil;428,0;364,9145643255187;63,08543567448129
Santa Teresa, Rio de Janeiro, Brasil;120,0;302,72621750391477;182,72621750391477
Ipanema, Rio de Janeiro, Brasil;254,0;246,30198217248574;7,6980178275142634
Ipanema, Rio de Janeiro, Brasil;787,0;1072,8235900675868;285,8235900675868
Outros, Rio de Janeiro, Brasil;816,0;308,45636761014526;507,54363238985474
Outros, Rio de Janeiro, Brasil;263,0;239,14640641585774;23,85359358414226
Outros, Rio de Janeiro, Brasil;99,0;238,31337683461766;139,31337683461766
Copacabana, Rio de Janeiro, Brasil;400,0;497,72492312691134;97,72492312691134
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;853,0;1395,787;542,787
Barra da Tijuca, Rio de Janeiro, Brasil;180,0;375,3978820801509;195,3978820801509
São Conrado, Rio de Janeiro, Brasil;720,0;833,5235311706712;113,52353117067116
Santa Teresa, Rio de Janeiro, Brasil;716,0;343,89811904761905;372,10188095238095
Catete, Rio de Janeiro, Brasil;117,0;213,6079695895338;96,60796958953381
Copacabana, Rio de Janeiro, Brasil;423,0;375,0593082612688;47,940691738731175
Botafogo, Rio de Janeiro, Brasil;66,0;194,86080489934903;128,86080489934903
Barra da Tijuca, Rio de Janeiro, Brasil;349,0;893,0650326006084;544,0650326006084
Leblon, Rio de Janeiro, Brasil;288,0;500,43492927176624;212,43492927176624
Copacabana, Rio de Janeiro, Brasil;310,0;307,0622915353926;2,9377084646073968
Copacabana, Rio de Janeiro, Brasil;261,0;319,01382169489125;58,01382169489125
Botafogo, Rio de Janeiro, Brasil;276,0;631,6363621933622;355,6363621933622
Camorim, Rio de Janeiro, Brasil;215,0;264,49940039733866;49,49940039733866
Outros, Rio de Janeiro, Brasil;92,0;254,644884826679;162,644884826679
Botafogo, Rio de Janeiro, Brasil;468,0;103,92345333751217;364,07654666248783
Santa Teresa, Rio de Janeiro, Brasil;125,0;134,24993199855697;9,249931998556974
Ipanema, Rio de Janeiro, Brasil;637,0;370,76510872460875;266,23489127539125
Outros, Rio de Janeiro, Brasil;90,0;183,06559076660483;93,06559076660483
Centro, Rio de Janeiro, Brasil;700,0;250,31225108225107;449,68774891774893
Santa Teresa, Rio de Janeiro, Brasil;522,0;266,3235555555555;255,67644444444448
Copacabana, Rio de Janeiro, Brasil;121,0;238,64089171284897;117,64089171284897
Leblon, Rio de Janeiro, Brasil;649,0;1220,3092936507935;571,3092936507935
Ipanema, Rio de Janeiro, Brasil;370,0;394,1234502164503;24,123450216450294
Laranjeiras, Rio de Janeiro, Brasil;184,0;174,716380952381;9,283619047618998
Camorim, Rio de Janeiro, Brasil;272,0;230,33832875864334;41,66167124135666
Copacabana, Rio de Janeiro, Brasil;343,0;326,7273205307488;16,272679469251216
Ipanema, Rio de Janeiro, Brasil;456,0;1072,8235900675868;616,8235900675868
Botafogo, Rio de Janeiro, Brasil;407,0;239,40504761904765;167,59495238095235
Camorim, Rio de Janeiro, Brasil;215,0;349,6704643187275;134,6704643187275
Leme, Rio de Janeiro, Brasil;314,0;735,5438787878791;421,54387878787907
Outros, Rio de Janeiro, Brasil;95,0;223,69236066281255;128,69236066281255
Copacabana, Rio de Janeiro, Brasil;250,0;428,9820366401939;178,98203664019388
Barra da Tijuca, Rio de Janeiro, Brasil;843,0;479,71508871108193;363,28491128891807
Santa Teresa, Rio de Janeiro, Brasil;200,0;217,98288586413585;17,982885864135852
Copacabana, Rio de Janeiro, Brasil;1500,0;292,7432002331741;1207,256799766826
Copacabana, Rio de Janeiro, Brasil;214,0;313,2084563572107;99,20845635721071
Ipanema, Rio de Janeiro, Brasil;4786,0;1891,6984166666668;2894,301583333333
Copacabana, Rio de Janeiro, Brasil;308,0;313,3248356731532;5,3248356731531885
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;334,0;444,1869871921947;110,18698719219469
Santa Teresa, Rio de Janeiro, Brasil;296,0;244,96416739224523;51,03583260775477
Tijuca, Rio de Janeiro, Brasil;225,0;320,3511351148851;95,3511351148851
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;136,0;444,19774383949385;308,19774383949385
Centro, Rio de Janeiro, Brasil;248,0;190,60949606249363;57,39050393750637
Outros, Rio de Janeiro, Brasil;128,0;223,69236066281255;95,69236066281255
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;394,0;310,2564082460655;83,74359175393448
Flamengo, Rio de Janeiro, Brasil;192,0;398,03736214169584;206,03736214169584
Copacabana, Rio de Janeiro, Brasil;335,0;292,7432002331741;42,25679976682591
Copacabana, Rio de Janeiro, Brasil;536,0;569,2905371366699;33,290537136669855
Jacarepaguá, Rio de Janeiro, Brasil;322,0;355,923313131313;33,92331313131302
Santa Teresa, Rio de Janeiro, Brasil;287,0;302,72621750391477;15,726217503914768
Botafogo, Rio de Janeiro, Brasil;190,0;244,38485902625433;54,38485902625433
Barra da Tijuca, Rio de Janeiro, Brasil;343,0;479,71508871108193;136,71508871108193
Santa Teresa, Rio de Janeiro, Brasil;159,0;266,52198628658937;107,52198628658937
Flamengo, Rio de Janeiro, Brasil;278,0;267,82615609592574;10,17384390407426
Copacabana, Rio de Janeiro, Brasil;209,0;388,31088832876435;179,31088832876435
Copacabana, Rio de Janeiro, Brasil;225,0;313,2084563572107;88,20845635721071
Copacabana, Rio de Janeiro, Brasil;352,0;390,8827060885321;38,882706088532075
Ipanema, Rio de Janeiro, Brasil;316,0;547,2049992784994;231,20499927849937
Copacabana, Rio de Janeiro, Brasil;547,0;641,0211166623194;94,0211166623194
Camorim, Rio de Janeiro, Brasil;278,0;349,6704643187275;71,67046431872751
Santa Teresa, Rio de Janeiro, Brasil;150,0;245,894983463116;95,894983463116
Copacabana, Rio de Janeiro, Brasil;555,0;940,5564023851481;385,5564023851481
Copacabana, Rio de Janeiro, Brasil;324,0;319,01382169489125;4,986178305108751
Copacabana, Rio de Janeiro, Brasil;332,0;390,8827060885321;58,882706088532075
Outros, Rio de Janeiro, Brasil;495,0;223,69236066281255;271,3076393371874
Outros, Rio de Janeiro, Brasil;225,0;150,85971120644064;74,14028879355936
Copacabana, Rio de Janeiro, Brasil;358,0;316,2787366861224;41,721263313877614
Botafogo, Rio de Janeiro, Brasil;238,0;281,4455731784555;43,445573178455504
Ipanema, Rio de Janeiro, Brasil;421,0;828,3639171458792;407,3639171458792
Centro, Rio de Janeiro, Brasil;177,0;190,60949606249363;13,609496062493633
Lagoa, Rio de Janeiro, Brasil;3823,0;378,7425833333333;3444,257416666667
Outros, Rio de Janeiro, Brasil;100,0;182,18721930846928;82,18721930846928
Glória, Rio de Janeiro, Brasil;153,0;248,50973824214722;95,50973824214722
Copacabana, Rio de Janeiro, Brasil;713,0;872,1367627816719;159,1367627816719
Copacabana, Rio de Janeiro, Brasil;285,0;313,3248356731532;28,32483567315319
Santa Teresa, Rio de Janeiro, Brasil;216,0;296,1370833333333;80,1370833333333
Copacabana, Rio de Janeiro, Brasil;165,0;316,2787366861224;151,2787366861224
Copacabana, Rio de Janeiro, Brasil;280,0;307,0622915353926;27,062291535392603
Outros, Rio de Janeiro, Brasil;477,0;261,00194327033006;215,99805672966994
Copacabana, Rio de Janeiro, Brasil;950,0;377,8240181852445;572,1759818147555
Copacabana, Rio de Janeiro, Brasil;193,0;370,16444877368076;177,16444877368076
Copacabana, Rio de Janeiro, Brasil;319,0;383,17814852868446;64,17814852868446
Copacabana, Rio de Janeiro, Brasil;587,0;569,2905371366699;17,709462863330145
Camorim, Rio de Janeiro, Brasil;448,0;349,79509523809526;98,20490476190474
Outros, Rio de Janeiro, Brasil;870,0;676,7063033647936;193,2936966352064
Copacabana, Rio de Janeiro, Brasil;223,0;313,2084563572107;90,20845635721071
Ipanema, Rio de Janeiro, Brasil;344,0;461,05747765170156;117,05747765170156
Centro, Rio de Janeiro, Brasil;250,0;240,32459375346872;9,675406246531281
Copacabana, Rio de Janeiro, Brasil;794,0;601,0825259353792;192,91747406462082
Outros, Rio de Janeiro, Brasil;1020,0;378,46273935051323;641,5372606494868
Copacabana, Rio de Janeiro, Brasil;114,0;353,23063398692807;239,23063398692807
Botafogo, Rio de Janeiro, Brasil;257,0;249,62687698412697;7,373123015873034
Ipanema, Rio de Janeiro, Brasil;1380,0;732,0136217477568;647,9863782522432
Botafogo, Rio de Janeiro, Brasil;608,0;426,3935744740372;181,60642552596278
Copacabana, Rio de Janeiro, Brasil;232,0;319,01382169489125;87,01382169489125
Copacabana, Rio de Janeiro, Brasil;233,0;449,1904124809659;216,1904124809659
Copacabana, Rio de Janeiro, Brasil;336,0;316,2787366861224;19,721263313877614
Leblon, Rio de Janeiro, Brasil;510,0;500,43492927176624;9,565070728233763
Barra da Tijuca, Rio de Janeiro, Brasil;387,0;479,71508871108193;92,71508871108193
Copacabana, Rio de Janeiro, Brasil;814,0;1139,8675;325,86750000000006
Laranjeiras, Rio de Janeiro, Brasil;206,0;305,23035686448253;99,23035686448253
Centro, Rio de Janeiro, Brasil;171,0;239,50111883571765;68,50111883571765
Glória, Rio de Janeiro, Brasil;173,0;273,88398423798424;100,88398423798424
Barra da Tijuca, Rio de Janeiro, Brasil;629,0;389,87426039730633;239,12573960269367
Copacabana, Rio de Janeiro, Brasil;184,0;313,3248356731532;129,3248356731532
Leme, Rio de Janeiro, Brasil;223,0;391,4048165326257;168,40481653262572
Outros, Rio de Janeiro, Brasil;129,0;223,0511919476894;94,0511919476894
Copacabana, Rio de Janeiro, Brasil;178,0;307,0622915353926;129,0622915353926
Copacabana, Rio de Janeiro, Brasil;250,0;242,4310015120862;7,568998487913802
Jacarepaguá, Rio de Janeiro, Brasil;113,0;393,8331926666067;280,8331926666067
Centro, Rio de Janeiro, Brasil;164,0;226,13828174603177;62,138281746031765
Barra da Tijuca, Rio de Janeiro, Brasil;314,0;360,9994735789033;46,99947357890329
Copacabana, Rio de Janeiro, Brasil;419,0;629,6027748939945;210,60277489399448
Leblon, Rio de Janeiro, Brasil;563,0;646,6296695526694;83,62966955266938
Copacabana, Rio de Janeiro, Brasil;252,0;390,8827060885321;138,88270608853207
Jacarepaguá, Rio de Janeiro, Brasil;736,0;393,8331926666067;342,1668073333933
Ipanema, Rio de Janeiro, Brasil;514,0;510,1691234096333;3,8308765903666995
Centro, Rio de Janeiro, Brasil;164,0;200,0802068067678;36,08020680676779
Copacabana, Rio de Janeiro, Brasil;245,0;326,7273205307488;81,72732053074878
Outros, Rio de Janeiro, Brasil;210,0;320,82318046444294;110,82318046444294
Ipanema, Rio de Janeiro, Brasil;313,0;824,7801507936508;511,7801507936508
Barra da Tijuca, Rio de Janeiro, Brasil;243,0;798,8603832630097;555,8603832630097
Copacabana, Rio de Janeiro, Brasil;143,0;313,2084563572107;170,2084563572107
Outros, Rio de Janeiro, Brasil;214,0;315,2053063909942;101,20530639099422
Botafogo, Rio de Janeiro, Brasil;226,0;600,235;374,235
Leme, Rio de Janeiro, Brasil;180,0;143,28988095238094;36,71011904761906
Copacabana, Rio de Janeiro, Brasil;400,0;313,3248356731532;86,67516432684681
Camorim, Rio de Janeiro, Brasil;315,0;264,49940039733866;50,50059960266134
Barra da Tijuca, Rio de Janeiro, Brasil;481,0;921,3640386720691;440,3640386720691
Copacabana, Rio de Janeiro, Brasil;549,0;313,3248356731532;235,6751643268468
Ipanema, Rio de Janeiro, Brasil;1950,0;1275,4347117498626;674,5652882501374
Leblon, Rio de Janeiro, Brasil;1756,0;941,0596746031744;814,9403253968256
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;363,0;1151,5468412698413;788,5468412698413
Copacabana, Rio de Janeiro, Brasil;372,0;321,665662238362;50,33433776163798
Ipanema, Rio de Janeiro, Brasil;369,0;457,16192440558183;88,16192440558183
Copacabana, Rio de Janeiro, Brasil;362,0;307,0622915353926;54,9377084646074
Santa Teresa, Rio de Janeiro, Brasil;200,0;209,9382683982684;9,938268398268406
Santa Teresa, Rio de Janeiro, Brasil;141,0;363,711397907648;222,711397907648
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;472,0;310,2564082460655;161,74359175393448
Copacabana, Rio de Janeiro, Brasil;263,0;677,7349356016975;414,73493560169754
Copacabana, Rio de Janeiro, Brasil;99,0;313,2084563572107;214,2084563572107
Camorim, Rio de Janeiro, Brasil;160,0;239,8350899538241;79,83508995382411
Copacabana, Rio de Janeiro, Brasil;207,0;354,87260450690366;147,87260450690366
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;580,0;323,48028191891933;256,51971808108067
Copacabana, Rio de Janeiro, Brasil;380,0;596,4224961613921;216,42249616139213
Barra da Tijuca, Rio de Janeiro, Brasil;340,0;798,8603832630097;458,8603832630097
Ipanema, Rio de Janeiro, Brasil;857,0;600,4541952148026;256,54580478519745
Ipanema, Rio de Janeiro, Brasil;720,0;461,05747765170156;258,94252234829844
Copacabana, Rio de Janeiro, Brasil;242,0;520,4130399208225;278,4130399208225
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;245,0;650,3127023809524;405,3127023809524
Ipanema, Rio de Janeiro, Brasil;228,0;457,16192440558183;229,16192440558183
Laranjeiras, Rio de Janeiro, Brasil;2201,0;397,65517592592585;1803,344824074074
Tijuca, Rio de Janeiro, Brasil;56,0;320,3511351148851;264,3511351148851
Outros, Rio de Janeiro, Brasil;268,0;626,2344625252963;358,2344625252963
Outros, Rio de Janeiro, Brasil;360,0;254,644884826679;105,355115173321
Copacabana, Rio de Janeiro, Brasil;275,0;311,7014381055294;36,701438105529405
Copacabana, Rio de Janeiro, Brasil;1372,0;960,9801907045259;411,01980929547415
Barra da Tijuca, Rio de Janeiro, Brasil;713,0;466,77953307743604;246,22046692256396
Copacabana, Rio de Janeiro, Brasil;228,0;319,01382169489125;91,01382169489125
Centro, Rio de Janeiro, Brasil;139,0;260,32670126200276;121,32670126200276
Santa Teresa, Rio de Janeiro, Brasil;165,0;244,96416739224523;79,96416739224523
Outros, Rio de Janeiro, Brasil;269,0;640,7150413377473;371,71504133774727
Copacabana, Rio de Janeiro, Brasil;700,0;680,4116484033199;19,588351596680127
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;160,0;307,2887380952381;147,2887380952381
Outros, Rio de Janeiro, Brasil;1102,0;238,31337683461766;863,6866231653823
Outros, Rio de Janeiro, Brasil;199,0;313,28638080840113;114,28638080840113
Outros, Rio de Janeiro, Brasil;200,0;164,3804353488078;35,619564651192206
Copacabana, Rio de Janeiro, Brasil;285,0;319,01382169489125;34,01382169489125
Santa Teresa, Rio de Janeiro, Brasil;93,0;244,96416739224523;151,96416739224523
Tijuca, Rio de Janeiro, Brasil;144,0;175,17699545469256;31,17699545469256
Botafogo, Rio de Janeiro, Brasil;863,0;580,38;282,62
Barra da Tijuca, Rio de Janeiro, Brasil;713,0;972,4590000000001;259,45900000000006
Ipanema, Rio de Janeiro, Brasil;2546,0;2330,85;215,1500000000001
Copacabana, Rio de Janeiro, Brasil;248,0;315,3911960816962;67,3911960816962
Camorim, Rio de Janeiro, Brasil;247,0;237,02185714285716;9,978142857142842
Barra da Tijuca, Rio de Janeiro, Brasil;179,0;389,87426039730633;210,87426039730633
Outros, Rio de Janeiro, Brasil;450,0;380,56786952385426;69,43213047614574
Centro, Rio de Janeiro, Brasil;337,0;227,2288400468653;109,77115995313471
Barra da Tijuca, Rio de Janeiro, Brasil;390,0;479,71508871108193;89,71508871108193
Camorim, Rio de Janeiro, Brasil;225,0;432,72892063492066;207,72892063492066
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;158,0;337,1657361527361;179,1657361527361
Outros, Rio de Janeiro, Brasil;229,0;176,81701454101452;52,182985458985485
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;1530,0;1423,5285000000003;106,47149999999965
Camorim, Rio de Janeiro, Brasil;172,0;349,6704643187275;177,6704643187275
Copacabana, Rio de Janeiro, Brasil;1342,0;520,4130399208225;821,5869600791775
Outros, Rio de Janeiro, Brasil;282,0;277,76884126984135;4,231158730158654
Copacabana, Rio de Janeiro, Brasil;240,0;469,4023356695566;229,40233566955658
Leblon, Rio de Janeiro, Brasil;133,0;211,09558214386263;78,09558214386263
Copacabana, Rio de Janeiro, Brasil;148,0;326,7273205307488;178,72732053074878
Copacabana, Rio de Janeiro, Brasil;632,0;1336,055265920563;704,055265920563
Botafogo, Rio de Janeiro, Brasil;103,0;201,87586278585164;98,87586278585164
Outros, Rio de Janeiro, Brasil;123,0;341,30466666666666;218,30466666666666
Leblon, Rio de Janeiro, Brasil;638,0;500,43492927176624;137,56507072823376
Santa Teresa, Rio de Janeiro, Brasil;327,0;302,72621750391477;24,273782496085232
Leblon, Rio de Janeiro, Brasil;690,0;500,43492927176624;189,56507072823376
Barra da Tijuca, Rio de Janeiro, Brasil;700,0;691,8314348868606;8,16856511313938
Ipanema, Rio de Janeiro, Brasil;515,0;1094,9221077549898;579,9221077549898
Outros, Rio de Janeiro, Brasil;225,0;223,69236066281255;1,307639337187453
Copacabana, Rio de Janeiro, Brasil;120,0;370,21636861256127;250,21636861256127
Outros, Rio de Janeiro, Brasil;360,0;200,976606442577;159,023393557423
Copacabana, Rio de Janeiro, Brasil;288,0;319,01382169489125;31,01382169489125
Outros, Rio de Janeiro, Brasil;414,0;365,8354934787435;48,1645065212565
Barra da Tijuca, Rio de Janeiro, Brasil;800,0;792,0408448409299;7,959155159070065
Barra da Tijuca, Rio de Janeiro, Brasil;2000,0;2067,605388888889;67,60538888888914
Outros, Rio de Janeiro, Brasil;476,0;239,14640641585774;236,85359358414226
Centro, Rio de Janeiro, Brasil;99,0;205,55527302264403;106,55527302264403
Centro, Rio de Janeiro, Brasil;77,0;117,58717224442223;40,587172244422234
Gávea, Rio de Janeiro, Brasil;754,0;742,3874979296066;11,612502070393361
Copacabana, Rio de Janeiro, Brasil;186,0;388,31088832876435;202,31088832876435
Leblon, Rio de Janeiro, Brasil;703,0;1075,6211427749759;372,62114277497585
Flamengo, Rio de Janeiro, Brasil;378,0;327,24537848279;50,75462151721001
Copacabana, Rio de Janeiro, Brasil;295,0;481,42870417143035;186,42870417143035
Copacabana, Rio de Janeiro, Brasil;1174,0;872,1367627816719;301,8632372183281
Copacabana, Rio de Janeiro, Brasil;1028,0;783,8785547740846;244,1214452259154
Copacabana, Rio de Janeiro, Brasil;1500,0;313,2084563572107;1186,7915436427893
Leblon, Rio de Janeiro, Brasil;775,0;512,6704072857389;262,32959271426114
Barra da Tijuca, Rio de Janeiro, Brasil;408,0;479,71508871108193;71,71508871108193
Centro, Rio de Janeiro, Brasil;302,0;290,0533614379085;11,946638562091493
Outros, Rio de Janeiro, Brasil;85,0;142,67649999999998;57,676499999999976
Centro, Rio de Janeiro, Brasil;173,0;205,55527302264403;32,55527302264403
Outros, Rio de Janeiro, Brasil;225,0;385,8123047847408;160,81230478474077
Copacabana, Rio de Janeiro, Brasil;391,0;520,4130399208225;129,41303992082248
Copacabana, Rio de Janeiro, Brasil;530,0;1288,3343809523808;758,3343809523808
Botafogo, Rio de Janeiro, Brasil;197,0;259,0240263106548;62,02402631065479
Jacarepaguá, Rio de Janeiro, Brasil;125,0;156,67;31,669999999999987
Copacabana, Rio de Janeiro, Brasil;126,0;326,7273205307488;200,72732053074878
Centro, Rio de Janeiro, Brasil;210,0;290,0533614379085;80,0533614379085
Leblon, Rio de Janeiro, Brasil;800,0;1027,1869421134425;227,18694211344246
Copacabana, Rio de Janeiro, Brasil;169,0;370,16444877368076;201,16444877368076
Outros, Rio de Janeiro, Brasil;72,0;352,85745238095245;280,85745238095245
Ipanema, Rio de Janeiro, Brasil;311,0;461,05747765170156;150,05747765170156
Camorim, Rio de Janeiro, Brasil;188,0;208,14645995638767;20,146459956387673
Lagoa, Rio de Janeiro, Brasil;912,0;376,4040349927851;535,5959650072149
Jacarepaguá, Rio de Janeiro, Brasil;330,0;648,416134185259;318,416134185259
Centro, Rio de Janeiro, Brasil;174,0;205,55527302264403;31,55527302264403
Ipanema, Rio de Janeiro, Brasil;341,0;752,8189121122132;411,8189121122132
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;1500,0;211,72062078291387;1288,2793792170862
Outros, Rio de Janeiro, Brasil;210,0;308,45636761014526;98,45636761014526
Santa Teresa, Rio de Janeiro, Brasil;329,0;631,6199951945378;302,61999519453775
Botafogo, Rio de Janeiro, Brasil;326,0;333,905;7,904999999999973
Centro, Rio de Janeiro, Brasil;221,0;205,55527302264403;15,44472697735597
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;189,0;196,1118816738817;7,1118816738816975
Outros, Rio de Janeiro, Brasil;288,0;224,14917002169167;63,850829978308326
Barra da Tijuca, Rio de Janeiro, Brasil;292,0;531,8413756819829;239,84137568198287
Copacabana, Rio de Janeiro, Brasil;430,0;295,06599603174595;134,93400396825405
Copacabana, Rio de Janeiro, Brasil;276,0;307,0622915353926;31,062291535392603
Outros, Rio de Janeiro, Brasil;162,0;508,9348098864795;346,9348098864795
Copacabana, Rio de Janeiro, Brasil;193,0;400,5892312708895;207,5892312708895
Santa Teresa, Rio de Janeiro, Brasil;331,0;587,7883333333334;256,7883333333334
Copacabana, Rio de Janeiro, Brasil;198,0;313,3248356731532;115,32483567315319
Copacabana, Rio de Janeiro, Brasil;486,0;630,6915599291005;144,69155992910055
Copacabana, Rio de Janeiro, Brasil;405,0;545,6346930135282;140,63469301352825
Flamengo, Rio de Janeiro, Brasil;146,0;169,55147118298115;23,551471182981146
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;110,0;323,48028191891933;213,48028191891933
Copacabana, Rio de Janeiro, Brasil;297,0;313,3248356731532;16,32483567315319
Gávea, Rio de Janeiro, Brasil;2270,0;2079,8556666666664;190,14433333333363
Copacabana, Rio de Janeiro, Brasil;476,0;316,2787366861224;159,7212633138776
Barra da Tijuca, Rio de Janeiro, Brasil;347,0;792,0408448409299;445,04084484092994
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;206,0;932,4941666666666;726,4941666666666
Copacabana, Rio de Janeiro, Brasil;241,0;370,16444877368076;129,16444877368076
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;1365,0;1769,95;404,95000000000005
Flamengo, Rio de Janeiro, Brasil;680,0;1062,7824603174604;382,7824603174604
Copacabana, Rio de Janeiro, Brasil;300,0;290,2784928794391;9,721507120560887
Ipanema, Rio de Janeiro, Brasil;720,0;1072,8235900675868;352,8235900675868
Botafogo, Rio de Janeiro, Brasil;416,0;629,864;213,86400000000003
Copacabana, Rio de Janeiro, Brasil;197,0;292,7432002331741;95,7432002331741
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;279,0;242,61094831483354;36,389051685166464
Copacabana, Rio de Janeiro, Brasil;200,0;313,3248356731532;113,32483567315319
Barra da Tijuca, Rio de Janeiro, Brasil;403,0;606,32;203,32000000000005
Jacarepaguá, Rio de Janeiro, Brasil;270,0;493,0016410533909;223,00164105339093
Flamengo, Rio de Janeiro, Brasil;210,0;230,1685155955157;20,168515595515686
Copacabana, Rio de Janeiro, Brasil;191,0;313,2084563572107;122,20845635721071
Laranjeiras, Rio de Janeiro, Brasil;256,0;305,23035686448253;49,23035686448253
Ipanema, Rio de Janeiro, Brasil;616,0;751,6385833333333;135,63858333333326
Laranjeiras, Rio de Janeiro, Brasil;184,0;240,16300311472466;56,16300311472466
Ipanema, Rio de Janeiro, Brasil;642,0;649,1965020177563;7,196502017756302
Barra da Tijuca, Rio de Janeiro, Brasil;715,0;578,3770922410923;136,62290775890767
Copacabana, Rio de Janeiro, Brasil;1094,0;736,1311827321255;357,86881726787453
Jacarepaguá, Rio de Janeiro, Brasil;336,0;822,114814644305;486,11481464430506
Copacabana, Rio de Janeiro, Brasil;445,0;630,6915599291005;185,69155992910055
Ipanema, Rio de Janeiro, Brasil;1642,0;550,606620755878;1091,3933792441221
Botafogo, Rio de Janeiro, Brasil;203,0;236,2766024531024;33,27660245310241
Jacarepaguá, Rio de Janeiro, Brasil;207,0;477,77713095238096;270,77713095238096
Botafogo, Rio de Janeiro, Brasil;659,0;283,8293549222339;375,1706450777661
Outros, Rio de Janeiro, Brasil;565,0;344,1135897435898;220,88641025641022
Jacarepaguá, Rio de Janeiro, Brasil;680,0;456,3399650998701;223,66003490012992
Copacabana, Rio de Janeiro, Brasil;406,0;783,8785547740846;377,8785547740846
Outros, Rio de Janeiro, Brasil;176,0;646,6725176896621;470,6725176896621
Jacarepaguá, Rio de Janeiro, Brasil;160,0;286,01176691338094;126,01176691338094
Copacabana, Rio de Janeiro, Brasil;371,0;319,01382169489125;51,98617830510875
Centro, Rio de Janeiro, Brasil;231,0;227,2288400468653;3,7711599531347133
Flamengo, Rio de Janeiro, Brasil;270,0;616,3789532948318;346,37895329483183
Barra da Tijuca, Rio de Janeiro, Brasil;2125,0;2874,158;749,1579999999999
Copacabana, Rio de Janeiro, Brasil;302,0;313,3248356731532;11,324835673153189
Botafogo, Rio de Janeiro, Brasil;341,0;506,4635714285715;165,46357142857153
Copacabana, Rio de Janeiro, Brasil;265,0;626,4815;361,4815
Copacabana, Rio de Janeiro, Brasil;383,0;319,01382169489125;63,98617830510875
Leblon, Rio de Janeiro, Brasil;459,0;988,9019126984126;529,9019126984126
Barra da Tijuca, Rio de Janeiro, Brasil;725,0;679,4015408740491;45,59845912595085
Copacabana, Rio de Janeiro, Brasil;1209,0;535,4214427785284;673,5785572214716
Copacabana, Rio de Janeiro, Brasil;386,0;400,5892312708895;14,589231270889513
Jacarepaguá, Rio de Janeiro, Brasil;353,0;788,3076904761905;435,3076904761905
Copacabana, Rio de Janeiro, Brasil;407,0;744,9860676586485;337,9860676586485
Ipanema, Rio de Janeiro, Brasil;515,0;510,1691234096333;4,8308765903666995
Tijuca, Rio de Janeiro, Brasil;330,0;228,9122123015873;101,08778769841271
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;532,0;2078,695;1546,6950000000002
Copacabana, Rio de Janeiro, Brasil;611,0;388,7689960317459;222,23100396825407
Catete, Rio de Janeiro, Brasil;200,0;249,82215357251346;49,82215357251346
Copacabana, Rio de Janeiro, Brasil;273,0;297,1219584136741;24,121958413674122
Outros, Rio de Janeiro, Brasil;285,0;239,14640641585774;45,85359358414226
Copacabana, Rio de Janeiro, Brasil;310,0;428,9820366401939;118,98203664019388
Copacabana, Rio de Janeiro, Brasil;305,0;680,4116484033199;375,4116484033199
Botafogo, Rio de Janeiro, Brasil;380,0;291,0484208218252;88,95157917817482
Ipanema, Rio de Janeiro, Brasil;2700,0;1929,450717000189;770,5492829998111
Copacabana, Rio de Janeiro, Brasil;190,0;313,2084563572107;123,20845635721071
Ipanema, Rio de Janeiro, Brasil;265,0;457,16192440558183;192,16192440558183
Camorim, Rio de Janeiro, Brasil;377,0;238,13515079365075;138,86484920634925
Outros, Rio de Janeiro, Brasil;143,0;209,63682358164715;66,63682358164715
Leme, Rio de Janeiro, Brasil;240,0;400,04384795613726;160,04384795613726
Recreio dos Bandeirantes, Rio de Janeiro, Brasil;382,0;692,4318621797651;310,43186217976506
Copacabana, Rio de Janeiro, Brasil;146,0;296,6257196851921;150,6257196851921
